ACRELANDIA;69945000;69945000;AC
ASSIS BRASIL;69935000;69935000;AC
BRASILEIA;69932000;69932000;AC
BUJARI;69923000;69923000;AC
CAPIXABA;69922000;69922000;AC
CRUZEIRO DO SUL;69980000;69980000;AC
EPITACIOLANDIA;69934000;69934000;AC
FEIJO;69960000;69960000;AC
JORDAO;69975000;69975000;AC
MANCIO LIMA;69990000;69990000;AC
MANOEL URBANO;69950000;69950000;AC
MARECHAL THAUMATURGO;69983000;69983000;AC
PLACIDO DE CASTRO;69928000;69928000;AC
PORTO WALTER;69982000;69982000;AC
RIO BRANCO;69900000;69920999;AC
RODRIGUES ALVES;69985000;69985000;AC
SANTA ROSA DO PURUS;69955000;69955000;AC
SENADOR GUIOMARD;69925000;69925000;AC
SENA MADUREIRA;69940000;69940000;AC
TARAUACA;69970000;69970000;AC
XAPURI;69930000;69930000;AC
PORTO ACRE;69921000;69921000;AC
AGUA BRANCA;57490000;57490000;AL
ANADIA;57660000;57660000;AL
ARAPIRACA;57300000;57319800;AL
ATALAIA;57690000;57693000;AL
BARRA DE SANTO ANTONIO;57925000;57925000;AL
BARRA DE SAO MIGUEL;57180000;57180000;AL
BATALHA;57420000;57420000;AL
BELEM;57630000;57630000;AL
BELO MONTE;57435000;57435000;AL
BOCA DA MATA;57680000;57680000;AL
BRANQUINHA;57830000;57830000;AL
CACIMBINHAS;57570000;57570000;AL
CAJUEIRO;57770000;57770000;AL
CAMPESTRE;57968000;57968000;AL
CAMPO ALEGRE;57250000;57250000;AL
CAMPO GRANDE;57350000;57350000;AL
CANAPI;57530000;57530000;AL
CAPELA;57780000;57790000;AL
CARNEIROS;57535000;57535000;AL
CHA PRETA;57760000;57760000;AL
COITE DO NOIA;57325000;57325000;AL
COLONIA LEOPOLDINA;57975000;57975000;AL
COQUEIRO SECO;57140000;57140000;AL
CORURIPE;57230000;57235000;AL
CRAIBAS;57320000;57320000;AL
DELMIRO GOUVEIA;57480000;57480000;AL
DOIS RIACHOS;57560000;57560000;AL
ESTRELA DE ALAGOAS;57625000;57625000;AL
FEIRA GRANDE;57340000;57340000;AL
FELIZ DESERTO;57220000;57220000;AL
FLEXEIRAS;57995000;57995000;AL
GIRAU DO PONCIANO;57360000;57360000;AL
IBATEGUARA;57890000;57895000;AL
IGACI;57620000;57620000;AL
IGREJA NOVA;57280000;57280000;AL
INHAPI;57545000;57545000;AL
JACARE DO HOMENS;57430000;57430000;AL
JACUIPE;57960000;57960000;AL
JAPARATINGA;57950000;57950000;AL
JARAMATAIA;57425000;57425000;AL
JEQUIA DA PRAIA;57244000;57244000;AL
JOAQUIM GOMES;57980000;57980000;AL
JUNDIA;57965000;57965000;AL
JUNQUEIRO;57270000;57270000;AL
LAGOA DA CANOA;57330000;57330000;AL
LIMOEIRO DE ANADIA;57260000;57260000;AL
MACEIO;57000000;57099999;AL
MAJOR ISIDORO;57580000;57585000;AL
MARAGOGI;57955000;57958000;AL
MARAVILHA;57520000;57520000;AL
MARECHAL DEODORO;57160000;57160000;AL
MARIBONDO;57670000;57670000;AL
MAR VERMELHO;57730000;57730000;AL
MATA GRANDE;57540000;57540000;AL
MATRIZ DE CAMARAGIBE;57910000;57910000;AL
MESSIAS;57990000;57990000;AL
MINADOR DO NEGRAO;57615000;57615000;AL
MONTEIROPOLIS;57440000;57440000;AL
MURICI;57820000;57820000;AL
NOVO LINO;57970000;57970000;AL
OLHO D´AGUA DAS FLORES;57442000;57442000;AL
OLHO D´AGUA DO CASADO;57470000;57470000;AL
OLHO D´AGUA GRANDE;57390000;57390000;AL
OLIVENCA;57550000;57550000;AL
OURO BRANCO;57525000;57525000;AL
PALESTINA;57410000;57410000;AL
PALMEIRA DO INDIOS;57600000;57614000;AL
PAO DE ACUCAR;57400000;57405000;AL
PARICONHA;57475000;57475000;AL
PARIPUEIRA;57935000;57935000;AL
PASSO DE CAMARAGIBE;57930000;57930000;AL
PAULO JACINTO;57740000;57740000;AL
PENEDO;57200000;57200000;AL
PIACABUCU;57210000;57210000;AL
PILAR;57150000;57150000;AL
PINDOBA;57720000;57720000;AL
PIRANHAS;57460000;57465000;AL
POCO DAS TRINCHEIRAS;57510000;57510000;AL
PORTO CALVO;57900000;57900000;AL
PORTO DE PEDRAS;57945000;57948000;AL
PORTO REAL DO COLEGIO;57290000;57290000;AL
QUEBRANGULO;57750000;57750000;AL
RIO LARGO;57100000;57110000;AL
ROTEIRO;57246000;57246000;AL
SANTA LUZIA DO NORTE;57130000;57130000;AL
SANTANA DO IPANEMA;57500000;57500000;AL
SANTANA DO MUNDAU;57840000;57850000;AL
SAO BRAS;57380000;57380000;AL
SAO JOSE DA LAJE;57860000;57860000;AL
SAO JOSE DA TAPERA;57445000;57445000;AL
SAO LUIS DO QUITUNDE;57920000;57920000;AL
SAO MIGUEL DO CAMPOS;57240000;57240000;AL
SAO MIGUEL DO MILAGRES;57940000;57940000;AL
SAO SEBASTIAO;57275000;57275000;AL
SATUBA;57120000;57120000;AL
SENADOR RUI PALMEIRA;57515000;57515000;AL
TANQUE D´ARCA;57635000;57635000;AL
TAQUARANA;57640000;57640000;AL
TEOTONIO VILELA;57265000;57265000;AL
TRAIPU;57370000;57370000;AL
UNIAO DO PALMARES;57800000;57810000;AL
VICOSA;57700000;57700000;AL
ALVARAES;69475000;69475000;AM
AMATURA;69620000;69620000;AM
ANAMA;69445000;69445000;AM
ANORI;69440000;69440000;AM
APUI;69265000;69265000;AM
ATALAIA DO NORTE;69650000;69650000;AM
AUTAZES;69240000;69245000;AM
BARCELOS;69700000;69725000;AM
BARREIRINHA;69160000;69175000;AM
BENJAMIN CONSTANT;69630000;69630000;AM
BERURI;69430000;69430000;AM
BOA VISTA DO RAMOS;69195000;69197000;AM
BOCA DO ACRE;69850000;69855000;AM
BORBA;69200000;69212000;AM
CAAPIRANGA;69410000;69410000;AM
CANUTAMA;69820000;69820000;AM
CARAUARI;69500000;69500000;AM
CAREIRO;69250000;69250000;AM
CAREIRO DA VARZEA;69255000;69255000;AM
COARI;69460000;69460000;AM
CODAJAS;69450000;69452000;AM
EIRUNEPE;69880000;69880000;AM
ENVIRA;69870000;69870000;AM
FONTE BOA;69670000;69670000;AM
GUAJARA;69895000;69895000;AM
HUMAITA;69800000;69800000;AM
IPIXUNA;69890000;69890000;AM
IRANDUBA;69405000;69405000;AM
ITACOATIARA;69100000;69105000;AM
ITAMARATI;69510000;69510000;AM
ITAPIRANGA;69120000;69120000;AM
JAPURA;69495000;69495000;AM
JURUA;69520000;69520000;AM
JUTAI;69660000;69660000;AM
LABREA;69830000;69830000;AM
MANACAPURU;69400000;69400000;AM
MANAQUIRI;69435000;69435000;AM
MANAUS;69000000;69099999;AM
MANICORE;69280000;69280000;AM
MARAA;69490000;69490000;AM
MAUES;69190000;69193000;AM
NHAMUNDA;69140000;69140000;AM
NOVA OLINDA DO NORTE;69230000;69230000;AM
NOVO AIRAO;69730000;69730000;AM
NOVO ARIPUANA;69260000;69260000;AM
PARINTINS;69150000;69158000;AM
PAUINI;69860000;69860000;AM
PRESIDENTE FIGUEIREDO;69735000;69737000;AM
RIO PRETO DA EVA;69115000;69115000;AM
SANTA ISABEL DO RIO NEGRO;69740000;69740000;AM
SANTO ANTONIO DO ICA;69680000;69680000;AM
SAO GABRIEL DA CACHOEIRA;69750000;69790000;AM
SAO PAULO DE OLIVENCA;69600000;69610000;AM
SAO SEBASTIAO DO UATUMA;69135000;69135000;AM
SILVES;69110000;69110000;AM
TABATINGA;69640000;69640000;AM
TAPAUA;69480000;69480000;AM
TEFE;69470000;69470000;AM
TONANTINS;69685000;69685000;AM
UARINI;69485000;69485000;AM
URUCARA;69130000;69130000;AM
URUCURITUBA;69180000;69182000;AM
SERRA DO NAVIO;68948000;68948000;AP
AMAPA;68950000;68958000;AP
PEDRA BRANCA DO AMAPARI;68945000;68945000;AP
CALCOENE;68960000;68970000;AP
CUTIAS;68973000;68973000;AP
FERREIRA GOMES;68915000;68917000;AP
ITAUBAL;68976000;68976000;AP
LARANJAL DO JARI;68920000;68923000;AP
MACAPA;68900000;68914000;AP
MAZAGAO;68940000;68943000;AP
OIAPOQUE;68980000;68988000;AP
PORTO GRANDE;68997000;68997000;AP
PRACUUBA;68918000;68918000;AP
SANTANA;68925000;68939000;AP
TARTARUGALZINHO;68990000;68994000;AP
VITORIA DO JARI;68924000;68924000;AP
ABAIRA;46690000;46695000;BA
ABARE;48680000;48685000;BA
ACAJUTIBA;48360000;48360000;BA
ADUSTINA;48435000;48435000;BA
AGUA FRIA;48170000;48175000;BA
ERICO CARDOSO;46180000;46180000;BA
AIQUARA;45220000;45220000;BA
ALAGOINHAS;48000000;48107000;BA
ALCOBACA;45990000;45990000;BA
ALMADINA;45640000;45640000;BA
AMARGOSA;45300000;45303000;BA
AMELIA RODRIGUES;44230000;44240000;BA
AMERICA DOURADA;44910000;44913000;BA
ANAGE;45180000;45185000;BA
ANDARAI;46830000;46834000;BA
ANDORINHA;48990000;48994000;BA
ANGICAL;47960000;47960000;BA
ANGUERA;44670000;44670000;BA
ANTAS;48420000;48420000;BA
ANTONIO CARDOSO;44180000;44180000;BA
ANTONIO GONCALVES;44780000;44780000;BA
APORA;48350000;48355000;BA
APUAREMA;45355000;45358000;BA
ARACATU;46130000;46130000;BA
ARACAS;48108000;48108000;BA
ARACI;48760000;48760000;BA
ARAMARI;48130000;48130000;BA
ARATACA;45695000;45698000;BA
ARATUIPE;44490000;44495000;BA
AURELINO LEAL;45675000;45678000;BA
BAIANOPOLIS;47830000;47840000;BA
BAIXA GRANDE;44620000;44620000;BA
BANZAE;48405000;48409000;BA
BARRA;47100000;47110000;BA
BARRA DA ESTIVA;46650000;46660000;BA
BARRA DO CHOCA;45120000;45120000;BA
BARRA DO MENDES;44990000;44995000;BA
BARRA DO ROCHA;45560000;45560000;BA
BARREIRAS;47800000;47813000;BA
BARRO ALTO;44895000;44898000;BA
BARROCAS;48705000;48705000;BA
GOVERNADOR LOMANTO JUNIOR;45625000;45625000;BA
BELMONTE;45800000;45805000;BA
BELO CAMPO;45160000;45160000;BA
BIRITINGA;48780000;48780000;BA
BOA NOVA;45250000;45250000;BA
BOA VISTA DO TUPIM;46850000;46855000;BA
BOM JESUS DA LAPA;47600000;47600000;BA
BOM JESUS DA SERRA;45263000;45263000;BA
BONINAL;46740000;46745000;BA
BONITO;46820000;46820000;BA
BOQUIRA;46530000;46535000;BA
BOTUPORA;46570000;46570000;BA
BREJOES;45325000;45325000;BA
BREJOLANDIA;47750000;47750000;BA
BROTAS DE MACAUBAS;47560000;47570000;BA
BRUMADO;46100000;46108000;BA
BUERAREMA;45615000;45615000;BA
BURITIRAMA;47120000;47120000;BA
CAATIBA;45130000;45130000;BA
CABACEIRAS DO PARAGUACU;44345000;44349000;BA
CACHOEIRA;44300000;44315000;BA
CACULE;46300000;46300000;BA
CAEM;44730000;44730000;BA
CAETANOS;45265000;45265000;BA
CAETITE;46400000;46420000;BA
CAFARNAUM;44880000;44880000;BA
CAIRU;45420000;45428000;BA
CALDEIRAO GRANDE;44750000;44750000;BA
CAMACAN;45880000;45880000;BA
CAMACARI;42800000;42849000;BA
CAMAMU;45445000;45449000;BA
CAMPO ALEGRE DE LOURDES;47220000;47230000;BA
CAMPO FORMOSO;44790000;44795000;BA
CANAPOLIS;47730000;47730000;BA
CANARANA;44890000;44892000;BA
CANAVIEIRAS;45860000;45863000;BA
CANDEAL;48710000;48710000;BA
CANDEIAS;43800000;43849999;BA
CANDIBA;46380000;46380000;BA
CANDIDO SALES;45157000;45159000;BA
CANSANCAO;48840000;48840000;BA
CANUDOS;48520000;48524000;BA
CAPELA DO ALTO ALEGRE;44645000;44645000;BA
CAPIM GROSSO;44695000;44697000;BA
CARAIBAS;45177000;45177000;BA
CARAVELAS;45900000;45915000;BA
CARDEAL DA SILVA;48390000;48390000;BA
CARINHANHA;46445000;46445000;BA
CASA NOVA;47300000;47340000;BA
CASTRO ALVES;44500000;44510000;BA
CATOLANDIA;47815000;47815000;BA
CATU;48110000;48115000;BA
CATURAMA;46575000;46575000;BA
CENTRAL;44940000;44940000;BA
CHORROCHO;48660000;48668000;BA
CICERO DANTAS;48410000;48414000;BA
CIPO;48450000;48450000;BA
COARACI;45638000;45638000;BA
COCOS;47680000;47680000;BA
CONCEICAO DA FEIRA;44320000;44320000;BA
CONCEICAO DO ALMEIDA;44540000;44548000;BA
CONCEICAO DO COITE;48730000;48745000;BA
CONCEICAO DO JACUIPE;44245000;44245000;BA
CONDE;48300000;48300000;BA
CONDEUBA;46200000;46203000;BA
CONTENDAS DO SINCORA;46620000;46630000;BA
CORACAO DE MARIA;44250000;44253000;BA
CORDEIROS;46280000;46280000;BA
CORIBE;47690000;47695000;BA
CORONEL JOAO SA;48590000;48590000;BA
CORRENTINA;47650000;47650000;BA
COTEGIPE;47900000;47930000;BA
CRAVOLANDIA;45330000;45330000;BA
CRISOPOLIS;48480000;48483000;BA
CRISTOPOLIS;47950000;47950000;BA
CRUZ DAS ALMAS;44380000;44380000;BA
CURACA;48930000;48945000;BA
DARIO MEIRA;45590000;45590000;BA
DIAS D´AVILA;42850000;42850000;BA
DOM BASILIO;46165000;46165000;BA
DOM MACEDO COSTA;44560000;44560000;BA
ELISIO MEDRADO;45305000;45306000;BA
ENCRUZILHADA;45150000;45153000;BA
ENTRE RIOS;48180000;48190000;BA
ESPLANADA;48370000;48380000;BA
EUCLIDES DA CUNHA;48500000;48510000;BA
EUNAPOLIS;45820000;45832000;BA
FATIMA;48415000;48415000;BA
FEIRA DA MATA;46446000;46446000;BA
FEIRA DE SANTANA;44000000;44140000;BA
FILADELFIA;44775000;44775000;BA
FIRMINO ALVES;45720000;45723000;BA
FLORESTA AZUL;45740000;45740000;BA
FORMOSA DO RIO PRETO;47990000;47990000;BA
GANDU;45450000;45450000;BA
GAVIAO;44650000;44650000;BA
GENTIO DO OURO;47450000;47490000;BA
GLORIA;48610000;48610000;BA
GONGOGI;45540000;45543000;BA
GOVERNADOR MANGABEIRA;44350000;44350000;BA
GUAJERU;46205000;46205000;BA
GUANAMBI;46430000;46436000;BA
GUARATINGA;45840000;45845000;BA
HELIOPOLIS;48445000;48445000;BA
IACU;46860000;46868000;BA
IBIASSUCE;46390000;46390000;BA
IBICARAI;45745000;45745000;BA
IBICOARA;46760000;46760000;BA
IBICUI;45290000;45298000;BA
IBIPEBA;44970000;44975000;BA
IBIPITANGA;46540000;46540000;BA
IBIQUERA;46840000;46840000;BA
IBIRAPITANGA;45500000;45500000;BA
IBIRAPUA;45940000;45940000;BA
IBIRATAIA;45580000;45582000;BA
IBITIARA;46700000;46720000;BA
IBITITA;44960000;44965000;BA
IBOTIRAMA;47520000;47525000;BA
ICHU;48725000;48725000;BA
IGAPORA;46490000;46490000;BA
IGRAPIUNA;45443000;45443000;BA
IGUAI;45280000;45285000;BA
ILHEUS;45650000;45673000;BA
INHAMBUPE;48490000;48490000;BA
IPECAETA;44680000;44685000;BA
IPIAU;45570000;45570000;BA
IPIRA;44600000;44600000;BA
IPUPIARA;47590000;47595000;BA
IRAJUBA;45370000;45370000;BA
IRAMAIA;46770000;46775000;BA
IRAQUARA;46980000;46985000;BA
IRARA;44255000;44258000;BA
IRECE;44900000;44900000;BA
ITABELA;45848000;45848000;BA
ITABERABA;46880000;46880000;BA
ITABUNA;45600000;45609999;BA
ITACARE;45530000;45534000;BA
ITAETE;46790000;46790000;BA
ITAGI;45230000;45230000;BA
ITAGIBA;45585000;45588000;BA
ITAGIMIRIM;45850000;45850000;BA
ITAGUACU DA BAHIA;47440000;47440000;BA
ITAJU DO COLONIA;45730000;45730000;BA
ITAJUIPE;45630000;45635000;BA
ITAMARAJU;45836000;45839000;BA
ITAMARI;45455000;45455000;BA
ITAMBE;45140000;45145000;BA
ITANAGRA;48290000;48290000;BA
ITANHEM;45970000;45975000;BA
ITAPARICA;44460000;44460000;BA
ITAPE;45750000;45750000;BA
ITAPEBI;45855000;45858000;BA
ITAPETINGA;45700000;45705000;BA
ITAPICURU;48475000;48476000;BA
ITAPITANGA;45645000;45645000;BA
ITAQUARA;45340000;45340000;BA
ITARANTIM;45780000;45785000;BA
ITATIM;46875000;46875000;BA
ITIRUCU;45350000;45350000;BA
ITIUBA;48850000;48850000;BA
ITORORO;45710000;45714000;BA
ITUACU;46640000;46640000;BA
ITUBERA;45435000;45435000;BA
IUIU;46438000;46438000;BA
JABORANDI;47655000;47655000;BA
JACARACI;46310000;46320000;BA
JACOBINA;44700000;44708000;BA
JAGUAQUARA;45345000;45347000;BA
JAGUARARI;48960000;48967000;BA
JAGUARIPE;44480000;44488000;BA
JANDAIRA;48310000;48325000;BA
JEQUIE;45200000;45213000;BA
JEREMOABO;48540000;48560000;BA
JIQUIRICA;45470000;45470000;BA
JITAUNA;45225000;45225000;BA
JOAO DOURADO;44920000;44920000;BA
JUAZEIRO;48900000;48924000;BA
JUCURUCU;45834000;45834000;BA
JUSSARA;44925000;44927000;BA
JUSSARI;45610000;45610000;BA
JUSSIAPE;46670000;46680000;BA
LAFAIETE COUTINHO;45215000;45215000;BA
LAGOA REAL;46425000;46425000;BA
LAJE;45490000;45498000;BA
LAJEDAO;45950000;45950000;BA
LAJEDINHO;46825000;46825000;BA
LAJEDO DO TABOCAL;45365000;45365000;BA
LAMARAO;48720000;48720000;BA
LAPAO;44905000;44905000;BA
LAURO DE FREITAS;42700000;42700000;BA
LENCOIS;46960000;46965000;BA
LICINIO DE ALMEIDA;46330000;46335000;BA
LIVRAMENTO DE NOSSA SENHORA;46140000;46150000;BA
LUIS EDUARDO MAGALHAES;47850000;47850000;BA
MACAJUBA;46805000;46805000;BA
MACARANI;45760000;45760000;BA
MACAUBAS;46500000;46520000;BA
MACURURE;48650000;48650000;BA
MADRE DE DEUS;42600000;42600000;BA
MAETINGA;46255000;46255000;BA
MAIQUINIQUE;45770000;45770000;BA
MAIRI;44630000;44633000;BA
MALHADA;46440000;46443000;BA
MALHADA DE PEDRAS;46110000;46110000;BA
MANOEL VITORINO;45240000;45245000;BA
MANSIDAO;47160000;47160000;BA
MARACAS;45360000;45360000;BA
MARAGOGIPE;44420000;44432000;BA
MARAU;45520000;45525000;BA
MARCIONILIO SOUZA;46780000;46785000;BA
MASCOTE;45870000;45870000;BA
MATA DE SAO JOAO;48280000;48288000;BA
MATINA;46480000;46480000;BA
MEDEIROS NETO;45960000;45968000;BA
MIGUEL CALMON;44720000;44727000;BA
MILAGRES;45315000;45318000;BA
MIRANGABA;44745000;44748000;BA
MIRANTE;45255000;45255000;BA
MONTE SANTO;48800000;48800000;BA
MORPARA;47580000;47585000;BA
MORRO DO CHAPEU;44850000;44875000;BA
MORTUGABA;46290000;46290000;BA
MUCUGE;46750000;46755000;BA
MUCURI;45930000;45938000;BA
MULUNGU DO MORRO;44885000;44889000;BA
MUNDO NOVO;44800000;44825000;BA
MUNIZ FERREIRA;44575000;44578000;BA
MUQUEM DE SAO FRANCISCO;47115000;47115000;BA
MURITIBA;44340000;44343000;BA
MUTUIPE;45480000;45480000;BA
NAZARE;44400000;44400000;BA
NILO PECANHA;45440000;45440000;BA
NORDESTINA;48870000;48870000;BA
NOVA CANAA;45270000;45275000;BA
NOVA FATIMA;44642000;44642000;BA
NOVA IBIA;45452000;45452000;BA
NOVA ITARANA;45390000;45390000;BA
NOVA REDENCAO;46835000;46835000;BA
NOVA SOURE;48460000;48460000;BA
NOVA VICOSA;45920000;45928000;BA
NOVO HORIZONTE;46730000;46738000;BA
NOVO TRIUNFO;48455000;48455000;BA
OLINDINA;48470000;48474000;BA
OLIVEIRA DO BREJINHOS;47530000;47550000;BA
OURICANGAS;48150000;48150000;BA
OUROLANDIA;44718000;44718000;BA
PALMAS DE MONTE ALTO;46460000;46460000;BA
PALMEIRAS;46930000;46940000;BA
PARAMIRIM;46190000;46195000;BA
PARATINGA;47500000;47505000;BA
PARIPIRANGA;48430000;48430000;BA
PAU BRASIL;45890000;45890000;BA
PAULO AFONSO;48600000;48609999;BA
PE DE SERRA;44655000;44655000;BA
PEDRAO;48140000;48140000;BA
PEDRO ALEXANDRE;48580000;48580000;BA
PIATA;46765000;46768000;BA
PILAO ARCADO;47240000;47270000;BA
PINDAI;46360000;46370000;BA
PINDOBACU;44770000;44770000;BA
PINTADAS;44610000;44610000;BA
PIRAI DO NORTE;45436000;45436000;BA
PIRIPA;46270000;46270000;BA
PIRITIBA;44830000;44837000;BA
PLANALTINO;45375000;45380000;BA
PLANALTO;45190000;45195000;BA
POCOES;45260000;45260000;BA
POJUCA;48120000;48126000;BA
PONTO NOVO;44755000;44757000;BA
PORTO SEGURO;45810000;45819000;BA
POTIRAGUA;45790000;45795000;BA
PRADO;45980000;45983000;BA
PRESIDENTE DUTRA;44930000;44935000;BA
PRESIDENTE JANIO QUADROS;46250000;46250000;BA
PRESIDENTE TANCREDO NEVES;45416000;45416000;BA
QUEIMADAS;48860000;48860000;BA
QUIJINGUE;48830000;48832000;BA
QUIXABEIRA;44713000;44713000;BA
RAFAEL JAMBEIRO;44520000;44525000;BA
REMANSO;47200000;47210000;BA
RETIROLANDIA;48750000;48750000;BA
RIACHAO DAS NEVES;47970000;47980000;BA
RIACHAO DO JACUIPE;44640000;44640000;BA
RIACHO DE SANTANA;46470000;46475000;BA
RIBEIRA DO AMPARO;48440000;48440000;BA
RIBEIRA DO POMBAL;48400000;48403000;BA
RIBEIRAO DO LARGO;45155000;45156000;BA
RIO DE CONTAS;46170000;46177000;BA
RIO DO ANTONIO;46220000;46225000;BA
RIO DO PIRES;46550000;46560000;BA
RIO REAL;48330000;48330000;BA
RODELAS;48630000;48630000;BA
RUY BARBOSA;46800000;46804000;BA
SALINAS DA MARGARIDA;44450000;44450000;BA
SALVADOR;40000000;42599999;BA
SANTA BARBARA;44150000;44150000;BA
SANTA BRIGIDA;48570000;48570000;BA
SANTA CRUZ CABRALIA;45807000;45807000;BA
SANTA CRUZ DA VITORIA;45725000;45725000;BA
SANTA INES;45320000;45320000;BA
SANTALUZ;48880000;48880000;BA
SANTA LUZIA;45865000;45865000;BA
SANTA MARIA DA VITORIA;47640000;47648000;BA
SANTANA;47700000;47710000;BA
SANTANOPOLIS;44260000;44265000;BA
SANTA RITA DE CASSIA;47150000;47150000;BA
SANTA TERESINHA;44590000;44590000;BA
SANTO AMARO;44200000;44218000;BA
SANTO ANTONIO DE JESUS;44570000;44574999;BA
SANTO ESTEVAO;44190000;44190000;BA
SAO DESIDERIO;47820000;47825000;BA
SAO DOMINGOS;48895000;48895000;BA
SAO FELIX;44360000;44365000;BA
SAO FELIX DO CORIBE;47665000;47665000;BA
SAO FELIPE;44550000;44555000;BA
SAO FRANCISCO DO CONDE;43900000;43980000;BA
SAO GABRIEL;44915000;44915000;BA
SAO GONCALO DO CAMPOS;44330000;44338000;BA
SAO JOSE DA VITORIA;45620000;45620000;BA
SAO JOSE DO JACUIPE;44698000;44698000;BA
SAO MIGUEL DAS MATAS;44580000;44580000;BA
SAO SEBASTIAO DO PASSE;43850000;43870000;BA
SAPEACU;44530000;44535000;BA
SATIRO DIAS;48485000;48485000;BA
SAUBARA;44220000;44220000;BA
SAUDE;44740000;44740000;BA
SEABRA;46900000;46920000;BA
SEBASTIAO LARANJEIRAS;46450000;46455000;BA
SENHOR DO BONFIM;48970000;48985000;BA
SERRA DO RAMALHO;47630000;47630000;BA
SENTO SE;47350000;47390000;BA
SERRA DOURADA;47740000;47740000;BA
SERRA PRETA;44660000;44660000;BA
SERRINHA;48700000;48705000;BA
SERROLANDIA;44710000;44710000;BA
SIMOES FILHO;43700000;43700000;BA
SITIO DO MATO;47610000;47620000;BA
SITIO DO QUINTO;48565000;48565000;BA
SOBRADINHO;48925000;48925000;BA
SOUTO SOARES;46990000;46990000;BA
TABOCAS DO BREJO VELHO;47760000;47770000;BA
TANHACU;46600000;46605000;BA
TANQUE NOVO;46580000;46580000;BA
TANQUINHO;44160000;44160000;BA
TAPEROA;45430000;45434000;BA
TAPIRAMUTA;44840000;44845000;BA
TEIXEIRA DE FREITAS;45995000;45999000;BA
TEODORO SAMPAIO;44280000;44285000;BA
TEOFILANDIA;48770000;48770000;BA
TEOLANDIA;45465000;45465000;BA
TERRA NOVA;44270000;44275000;BA
TREMEDAL;45170000;45175000;BA
TUCANO;48790000;48793000;BA
UAUA;48950000;48955000;BA
UBAIRA;45310000;45313000;BA
UBAITABA;45545000;45545000;BA
UBATA;45550000;45550000;BA
UIBAI;44950000;44955000;BA
UMBURANAS;44798000;44798000;BA
UNA;45690000;45690000;BA
URANDI;46350000;46350000;BA
URUCUCA;45680000;45680000;BA
UTINGA;46810000;46815000;BA
VALENCA;45400000;45414000;BA
VALENTE;48890000;48890000;BA
VARZEA DA ROCA;44635000;44635000;BA
VARZEA DO POCO;44715000;44715000;BA
VARZEA NOVA;44690000;44690000;BA
VARZEDO;44565000;44568000;BA
VERA CRUZ;44470000;44478000;BA
VEREDA;45955000;45958000;BA
VITORIA DA CONQUISTA;45000000;45118000;BA
WAGNER;46970000;46970000;BA
WANDERLEY;47940000;47940000;BA
WENCESLAU GUIMARAES;45460000;45460000;BA
XIQUE-XIQUE;47400000;47430000;BA
ABAIARA;63240000;63245000;CE
ACARAPE;62785000;62785000;CE
ACARAU;62580000;62585000;CE
ACOPIARA;63560000;63568000;CE
AIUABA;63575000;63578000;CE
ALCANTARAS;62120000;62125000;CE
ALTANEIRA;63195000;63198000;CE
ALTO SANTO;62970000;62975000;CE
AMONTADA;62540000;62548000;CE
ANTONINA DO NORTE;63570000;63573000;CE
APUIARES;62630000;62638000;CE
AQUIRAZ;61700000;61758000;CE
ARACATI;62800000;62809000;CE
ARACOIABA;62750000;62754350;CE
ARARENDA;62210000;62213000;CE
ARARIPE;63170000;63178000;CE
ARATUBA;62762000;62762000;CE
ARNEIROZ;63670000;63670000;CE
ASSARE;63140000;63144000;CE
AURORA;63360000;63370000;CE
BAIXIO;63320000;63320000;CE
BANABUIU;63960000;63965000;CE
BARBALHA;63180000;63183000;CE
BARREIRA;62795000;62795000;CE
BARRO;63380000;63395000;CE
BARROQUINHA;62410000;62414000;CE
BATURITE;62760000;62760000;CE
BEBERIBE;62840000;62848000;CE
BELA CRUZ;62570000;62575000;CE
BOA VIAGEM;63870000;63895000;CE
BREJO SANTO;63260000;63268000;CE
CAMOCIM;62400000;62408000;CE
CAMPOS SALES;63150000;63154100;CE
CANINDE;62700000;62715000;CE
CAPISTRANO;62748000;62748000;CE
CARIDADE;62730000;62734000;CE
CARIRE;62184000;62186000;CE
CARIRIACU;63220000;63228000;CE
CARIUS;63530000;63538000;CE
CARNAUBAL;62375000;62375000;CE
CASCAVEL;62850000;62859000;CE
CATARINA;63595000;63595000;CE
CATUNDA;62297000;62297000;CE
CAUCAIA;61600000;61695000;CE
CEDRO;63400000;63405000;CE
CHAVAL;62420000;62425000;CE
CHORO;63950000;63957000;CE
CHOROZINHO;62875000;62875000;CE
COREAU;62160000;62168000;CE
CRATEUS;63700000;63735000;CE
CRATO;63100000;63138000;CE
CROATA;62390000;62393000;CE
CRUZ;62595000;62597000;CE
DEPUTADO IRAPUAN PINHEIRO;63645000;63645000;CE
ERERE;63470000;63470000;CE
EUSEBIO;61760000;61760000;CE
FARIAS BRITO;63185000;63189000;CE
FORQUILHA;62115000;62115000;CE
FORTALEZA;60000000;61599999;CE
FORTIM;62815000;62819500;CE
FRECHEIRINHA;62340000;62340000;CE
GENERAL SAMPAIO;62738000;62738000;CE
GRACA;62365000;62365000;CE
GRANJA;62430000;62448000;CE
GRANJEIRO;63230000;63230000;CE
GROAIRAS;62190000;62190000;CE
GUAIUBA;61890000;61895000;CE
GUARACIABA DO NORTE;62380000;62388000;CE
GUARAMIRANGA;62766000;62768000;CE
